,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
10,4289.479399320447,3327.1218162026985,4769.126971326635,4268.606732736373,4548.624462492784,4279.9893963715385,3873.605407175244,4048.2886524488185,4575.47723521041,11897.619381274404,0.0,3505.0533514794556,6441.453415687625,4239.603999581723,5637.268202245693,6664.308801554416,6917.160814380841,7076.040517655356,22660.169098043578,7097.722818256913,4333.251223907668,4009.7028891153473,3480.9070439772668,3575.352335669364,4480.379215222528,4416.315153460086,3986.985596277972,4838.548777195791,5161.094791454451
11,2378.7982231530805,2003.1008978872708,2388.4139970664196,2431.3968177818365,1840.5754187780226,2841.2326036175737,2136.0860895465166,2632.3818040257365,2355.2699899516983,13068.841367525107,3505.053351479456,0.0,4214.019898331283,1948.184786565357,3997.4247908497337,3945.3613410073986,4981.452286635323,4299.478913243371,20277.433336664886,7127.747644628231,5286.230599690725,2729.5565580517223,2217.7052458383514,2775.3239677680504,2704.626550643466,2286.7084315704824,2521.260719666201,2364.5751414569245,2835.085837815417
12,5422.745872927704,4820.844029165368,5511.060555756377,5604.257368262355,4414.995496266829,5870.679487078605,4979.3604006950445,5420.203512287451,3924.119581729516,16597.654865984583,6441.453415687625,4214.019898331283,0.0,4852.920462010974,7614.9102539774485,3666.984955228827,8418.91885831357,6301.299018943146,21584.932686680713,10219.528374010486,5417.848095774229,5800.425482617025,4681.029978596079,5449.54983892461,5781.84107149885,4806.648089994262,5371.846790377627,5485.547900395581,5414.548793496329
13,1271.6068414147994,1793.8488240995357,1985.2482136907913,1644.127159483117,1777.894475061143,1578.119370467567,1355.9430711303703,1492.4223289017511,2435.5896242529325,13428.598197636722,4239.603999581724,1948.1847865653572,4852.920462010974,0.0,4292.013652561268,4279.888807878418,4885.878130860716,4414.191060956563,21091.988008928773,8222.684575571277,5871.42259718148,1736.505521709208,2522.1901179864944,2856.1400988930513,1565.6349655892395,1092.233185055059,1653.7070418498176,1309.3522301822788,1467.722074168203
14,4112.0870099693875,4443.046621999441,2991.6068776850275,3771.365152366421,3838.283854916325,4424.483964779313,4468.750875701349,4433.29962011833,4858.251714996841,11745.529266983178,5637.268202245694,3997.4247908497337,7614.910253977448,4292.013652561268,0.0,6071.410127046974,3091.7358135173968,3478.369779190523,18603.37591771084,5087.138705482504,8172.978445192239,4253.352958552764,4530.161271747038,5088.341553110786,4356.670067175765,4472.932613102625,4281.696145342132,3923.7152728273377,4518.789144777078
15,4911.662563805248,4734.243716809982,4060.2812906878357,5064.847296930559,3898.332319319148,5446.985309127821,4734.607434218304,5251.941102805327,3139.127006000418,15742.351429594923,6664.308801554416,3945.361341007398,3666.984955228827,4279.888807878418,6071.410127046975,0.0,7126.507601636746,4990.451838550801,20658.94530338843,9166.717480099305,6248.81758822648,5511.385051794395,4097.115216969695,5246.632861860848,5364.375810571423,4512.700962423975,5154.961787789944,4448.997862832923,4619.694088150195
16,4267.450379979714,5467.059355037354,3590.171076944642,4065.9401789480576,4592.308598578284,4803.940366272483,5046.037985534034,5228.810343737613,5350.410048205173,10784.403682797572,6917.16081438084,4981.452286635324,8418.918858313567,4885.878130860715,3091.735813517397,7126.507601636746,0.0,4932.1076029986325,18430.1540643428,5090.546022649987,9921.200982884253,4659.016714862486,5843.238446774939,6153.013075317722,4438.543742208215,5042.328080009589,5128.630437896733,4380.2467124628265,4895.434562565237
17,4714.729329278992,5179.450805771416,3359.3795097378475,4603.037803284376,3427.217459735448,5279.528018929568,5043.067360325825,5162.365037567779,4944.012810495053,14154.034204205058,7076.040517655356,4299.47891324337,6301.299018943146,4414.191060956563,3478.3697791905233,4990.451838550801,4932.1076029986325,0.0,17307.7871824622,6878.0560088185475,7878.649142172518,5242.696875648266,4655.915143708767,5473.932494330009,5074.333110922131,4397.8704363556935,5051.729582677167,4223.685107459709,4400.935950248471
18,21638.93951700264,21346.43150465654,19982.725847454225,21231.633373991135,20070.049172676416,22224.747796723117,21496.559888352574,21942.29928552757,20663.653285463726,28090.047194922365,22660.169098043578,20277.433336664886,21584.932686680717,21091.98800892877,18603.375917710837,20658.94530338843,18430.154064342798,17307.7871824622,0.0,17867.47036110207,23341.48396609642,22044.36827246542,20789.199748891555,21476.217175833113,21972.998999571617,21264.507459063087,21766.090606419544,21025.159982260513,21286.82878490843
19,8479.492205378498,7580.637548839083,6883.655056511985,7951.893062467217,7522.474339139617,8742.572404485109,8319.043251537878,8539.758814658142,8029.095092274564,11599.376239241483,7097.722818256914,7127.747644628231,10219.528374010486,8222.684575571277,5087.1387054825045,9166.717480099305,5090.546022649987,6878.056008818547,17867.47036110207,0.0,8901.977781623895,8626.445217262026,7034.735145910988,7287.16868008078,8784.178541656773,8423.166492841767,8132.596049856782,8192.042691291554,8810.136377838959
20,6523.97181367425,5260.604917438336,6905.51039006268,6714.767663003071,5894.560598153158,6550.659194950989,5960.1898460456505,5766.139790624,5690.9963736439595,13527.016434196103,4333.251223907668,5286.230599690725,5417.848095774229,5871.42259718148,8172.978445192239,6248.81758822648,9921.200982884255,7878.649142172519,23341.48396609642,8901.977781623897,0.0,6270.205481733593,4610.301276901324,4681.37406713989,6945.169665922491,5679.005255673983,5730.295368984117,6673.300015613229,6523.558826189537
21,1102.9933943869687,1890.2279134812118,2715.899394891625,1338.765086756605,2581.95083317028,874.1675779281314,1441.814949542839,1181.8433686745493,3370.9621361265467,12454.84152812061,4009.7028891153477,2729.556558051722,5800.425482617026,1736.505521709208,4253.352958552764,5511.385051794395,4659.016714862486,5242.6968756482665,22044.36827246542,8626.445217262026,6270.205481733592,0.0,3103.9923078685865,3046.0483606092885,917.9224613018458,1574.026340757289,1361.1812822004463,1797.382880120748,1824.8603885251987
22,2943.8484484677165,1919.3561992607601,2750.161829843304,2664.1962336279767,2593.8461750493652,3101.7261610447167,2524.4960941417626,2897.746258981937,3019.0167230774578,12838.425200037922,3480.9070439772668,2217.7052458383514,4681.029978596079,2522.1901179864944,4530.161271747038,4097.115216969696,5843.238446774938,4655.915143708767,20789.19974889156,7034.735145910987,4610.301276901324,3103.9923078685865,0.0,2087.248053858707,3152.0804150414774,2632.4772473510884,2518.449688137194,2649.5899842858453,2931.691067073004
23,3207.4349203808006,1995.1522100731738,3407.2428840586417,2654.4811224667646,3238.363077309162,3046.121672792464,2605.431055974329,2873.3141395690245,3834.584110384188,12020.136011141287,3575.352335669364,2775.323967768051,5449.54983892461,2856.140098893051,5088.341553110787,5246.632861860848,6153.013075317722,5473.932494330009,21476.217175833117,7287.168680080781,4681.37406713989,3046.0483606092885,2087.248053858707,0.0,3156.021972688276,2822.1775235221667,2448.4628648761977,3231.990831128477,3442.3220158323793
24,887.1930629469671,2027.8543364244897,2324.4032851234037,1044.78771702783,2403.7735355373034,694.4958121298621,1270.2827344514187,1540.5471784296888,3100.5356042796243,12678.339097167303,4480.379215222528,2704.6265506434665,5781.84107149885,1565.6349655892395,4356.670067175765,5364.375810571423,4438.543742208215,5074.333110922131,21972.998999571617,8784.178541656773,6945.169665922491,917.9224613018458,3152.080415041477,3156.021972688276,0.0,1605.0360930784482,1459.6228707923801,1354.1273109345007,1320.9086552366862
25,1357.6764618924387,1848.3891539916467,2097.842548327655,1715.0755086094882,1884.7168189234183,1637.911082604842,1407.1959103772977,1272.4716705435098,2935.274123370292,13484.707200422088,4416.315153460086,2286.7084315704824,4806.648089994262,1092.233185055059,4472.9326131026255,4512.700962423975,5042.32808000959,4397.8704363556935,21264.507459063083,8423.166492841767,5679.005255673983,1574.0263407572893,2632.4772473510884,2822.177523522166,1605.036093078448,0.0,1383.258488396483,1466.3309980872455,1296.801126031652
26,1560.0858949894482,1541.2462115955595,2466.0169256609365,1525.490562240184,2450.2570373857243,1276.8436854043528,1292.8842507702332,1188.8565818739794,3414.513508650124,12601.036174300896,3986.985596277972,2521.2607196662016,5371.846790377626,1653.7070418498174,4281.696145342132,5154.961787789944,5128.630437896734,5051.729582677166,21766.090606419544,8132.596049856782,5730.295368984117,1361.181282200446,2518.4496881371942,2448.4628648761977,1459.6228707923801,1383.2584883964828,0.0,1787.6010539099848,1747.5136324998816
27,1210.6607574005218,2250.3523832844967,1730.2927373328237,1395.6595845556578,1990.962650375288,1591.232977573232,1779.695218125336,1841.759730565962,2932.1015338883235,13049.166444896411,4838.548777195792,2364.575141456925,5485.547900395581,1309.352230182279,3923.7152728273377,4448.997862832923,4380.246712462826,4223.685107459709,21025.159982260513,8192.042691291554,6673.300015613229,1797.3828801207478,2649.5899842858453,3231.990831128477,1354.1273109345007,1466.3309980872455,1787.6010539099848,0.0,1123.7464902731695
28,1296.8810950386933,2425.6845207892547,2169.804492244045,1802.7249447338072,2154.6089447987915,1508.9967322655502,1962.1235956708495,1917.1819168958918,3416.2702123716313,13553.376977886684,5161.094791454451,2835.085837815417,5414.548793496329,1467.722074168203,4518.789144777078,4619.694088150195,4895.434562565236,4400.935950248471,21286.82878490843,8810.136377838959,6523.558826189537,1824.8603885251985,2931.691067073004,3442.3220158323793,1320.9086552366862,1296.801126031652,1747.5136324998814,1123.7464902731695,0.0
