,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,0.0,1.859092393892084,2.6861874237935464,2.141065141112068,1.9741894710656163,2.5849355079307914,1.7527262227289304,1.5852113551098188,3.05254005197883,3.8694914710489066,2.992478074912936,1.6529493173106868,1.8177390674092195,1.0157544075868465,2.680072990450208,1.8360858020976483,3.5032428542656153,2.5862767396562587,5.914643398882811,4.33866309720613,1.5955580401347786,1.2271941095626135,2.787134309820046,1.8922452483674868,1.6131190340672266,1.5007367151492197,1.5259437805425284,1.5766461710824484,2.2220661229295815
1,1.8590841217186507,0.0,2.883096229675997,1.859861545201785,1.958850026317903,2.5436353390723045,0.8003747680427544,1.7757822325627863,2.756265798757866,3.7936530089917713,2.966072410448082,1.7052827433917583,1.7547212087876407,1.775938110043159,2.6625025157339963,1.8382120259965722,3.6047791763739134,2.6122681019907126,5.817576676352142,4.6108130196444765,1.7150037858239369,1.77222363836377,2.6908358684280618,1.5342006473397536,1.5352778402963658,1.501863509879273,1.1934268261559635,1.4498670874665645,1.739196896244437
2,2.68620369820816,2.8831203326181614,0.0,2.6801474768392417,2.7834791684653974,3.4726573583987514,2.934907740931519,3.204408690290021,3.692749669762906,2.9527935691444642,3.395891124368205,2.7368015303640147,3.0906028169693576,2.886131693267997,2.534780662034006,2.8491768987087065,2.546437387618536,2.9354073826257143,5.61615648564529,3.3427288998990257,2.9740439287709437,2.886674842297275,2.27692377148556,2.645085529668559,2.743354785282889,3.0266414871845275,2.9357167361685494,2.620109673208444,3.3246769020152183
3,2.141022044276808,1.8598202010719576,2.680036819412123,0.0,2.1590220919885947,2.290320302835608,1.8687210642559426,2.5182730881310915,2.6710373639784986,3.589094507651094,2.862293813476082,2.113150636662175,2.397643980063105,2.275270325861936,2.660303827612463,2.127247663547587,3.428301146410652,2.8118850303786656,5.84868666599876,4.512859731965955,2.3673805314199825,2.351976926605233,2.2862642489682394,1.8528280907498504,1.8104443028233586,2.2683011950397507,1.9871753372156689,1.8156100437137814,2.1031127952276543
4,1.9741933660021345,1.958846100872946,2.783467854161287,2.15905414522177,0.0,2.328236317939442,2.019760131322919,2.5464572339712293,2.4807974558428585,3.533163583221791,2.4661429039616314,1.5512319768188998,2.0317434743489597,1.9642087743386198,2.5234677080074768,1.6056225699042346,3.219247191474337,1.9871250332406742,5.751506831630674,4.332652902542201,1.9934224789408397,2.491177820990277,2.8946806414121906,2.3298936584795706,1.7215239620808398,1.8377978564490862,2.0458790079163442,1.9724437659518819,1.8558303028654077
5,2.5848611399162076,2.5436323160938525,3.472679128965605,2.2903068734951204,2.328252831132098,0.0,2.542320004141909,3.033791491059717,2.691410575909928,3.803941782844978,2.365034282792731,2.6835767188868256,2.919667759034367,2.6123093114110922,3.4025817368537488,2.517564594581254,4.079083658245431,3.241759434187311,6.341694232321143,5.033531784252164,2.742104810683168,2.950276119464769,3.1499568592443863,2.9532692576123716,2.2841916991727618,2.4188259454223373,2.5930495926470103,2.6306945153738246,2.0770805821425298
6,1.7527437709612994,0.8003747680427544,2.934879582353024,1.8687210642559553,2.01972586748229,2.542174822044331,0.0,1.6911057103696332,2.8383651634753013,3.888159650416483,3.048428793398238,1.7769553076318738,1.8068858849709806,1.6988314956451631,2.715071070686241,1.9332617415055096,3.6558443622190637,2.7266100111710263,5.863340516685842,4.691441553944092,1.7679490895055692,1.7527042871914094,2.769021879788586,1.6474462662884268,1.4309695914132574,1.4453627341587718,1.0985433016594817,1.44684625677173,1.7513920426020302
7,1.5852550106129955,1.7758125431444545,3.2044316539070086,2.518254767532925,2.546472332059958,3.0337129184401728,1.6911057103696343,0.0,3.0767598809233623,4.32155795166099,3.4379097393073694,2.155785827405171,1.66360965314794,1.5219324408393053,3.0396558820998143,2.2204460414154616,4.0045783102957175,2.9007310590026827,5.992694514427769,4.778088610544673,1.6330449572416466,1.0725759038821545,3.054379136205877,1.8581780959361547,2.1460441688788663,1.5230637489583434,1.5754557264064963,1.8368645869952893,2.4385220626554913
8,3.0525324949676165,2.756218372243727,3.6927378811452587,2.6710344851889753,2.4808129535333565,2.6914105759099423,2.8383732906951593,3.07676487926207,0.0,4.149475492949535,3.219543358719849,2.799371050358529,2.7172509119074757,2.914131869372964,3.4030969453843847,2.4322357733908566,4.157621092498513,2.8374385078199036,6.126622375347062,5.079746016362998,2.8094994567060425,3.2787198484583686,3.4175598196270136,3.0660723560323504,3.0593086593672454,2.6908876947818445,2.913094698563502,2.9463118565970516,2.5876588781791097
9,3.869485509524325,3.7936530089917953,2.9527955454834336,3.589100934907353,3.5331592305476045,3.8039579541415938,3.8881636056791535,4.321563289559217,4.149471786768435,0.0,3.3496784951337184,3.662459576560749,4.009036313698155,3.992621029296684,3.1943096272303952,3.6490738688002615,2.564085192027006,3.625447247330308,5.681325770840464,3.5462308907758056,3.864862562854754,4.156187514525832,3.5829699353150244,3.7744339182591986,3.7068740243874734,3.9960784313724123,3.9065634495537216,3.8492987822400386,3.8772912140802647
10,2.9924780749129365,2.966072410448088,3.395744243476754,2.8623045591735115,2.4661803192723784,2.365057041529534,3.048416181382877,3.437914212575039,3.2195338053629907,3.349669312926172,0.0,2.7342137159277384,3.2443343690016127,3.087178779751271,3.3324243281901964,2.855219762531228,3.8241628434582657,3.3037976354249943,6.375043855530578,4.555332191333935,2.827750113354284,3.2648842911858917,3.2356001257001608,3.1939990830074882,2.8167893409810922,2.9576635936330726,2.980430856301872,3.1322877344465865,2.804376762722353
11,1.6529632729432813,1.7053413611404054,2.7368330256230298,2.113183385683847,1.551222062924735,2.683553796097142,1.7769509803651273,2.1557751268486927,2.799376543980178,3.662449079023357,2.7342587118953015,0.0,1.7260382373876706,1.6061349127452822,2.512734196268983,1.7627221966276518,3.2341364536052244,2.1332828713755334,5.746900607264141,4.261844713731659,1.683312492019911,2.037170920535926,2.9135828907172505,1.8962436815878208,1.634118164664399,1.6566852207947513,1.5110715330547737,1.5552419082928217,2.0966020366205944
12,1.817734837231592,1.7547212087876336,3.090618322492936,2.397634358911163,2.031766181863105,2.919654590810748,1.8068858849709857,1.6636096531479336,2.7172480820789096,4.009030559680103,3.2443367390863425,1.7260382373876972,0.0,1.754304860627604,2.8967494277573618,1.906063898397781,3.7269491467324056,2.295866603312972,5.677673007532971,4.557979344145032,1.6204859225381567,1.8506895750272074,3.016675500450016,1.7668701325676581,2.135469662745806,1.5748845792338402,1.6718397227124169,1.8463551384264032,2.154098049835395
13,1.0157544075868463,1.7759381100431593,2.886131209251056,2.275297361962142,1.9641970301085696,2.6122386662924018,1.6988405481377487,1.5219475978431651,2.9141318693729628,3.992605622144269,3.0871812704872084,1.6061013999856295,1.754304860627607,0.0,2.778931555846596,1.751471068416151,3.655352156065397,2.54899245837731,5.9040176208804125,4.539673352704896,1.3987196869936596,1.3907476988515377,2.9181525295075663,1.9962132548173155,1.5945022809733616,1.330371566300714,1.4580432237390786,1.4974693505973773,1.9312799818565771
14,2.680081597683592,2.6624765234618417,2.534791781173127,2.6603558543583143,2.5235042733790873,3.402624673877532,2.715000267286333,3.0396558820998223,3.4030381974746615,3.1943168488299194,3.332422020755111,2.5127127751090343,2.896760045639719,2.7789564588860447,0.0,2.146785728893914,2.4011595302230373,2.0904204713455337,5.28789758058533,3.474155251241262,2.7718112006042874,2.8561271880673593,3.038181228707052,2.6431547098975874,2.6490595198804554,2.875389748417708,2.6937951115549468,2.5065849455377434,3.0153241833666553
