"","Sa","Sq","S10z","Sdq","Sdq6","Sdr","Sbi","Sci","Ssk","Sku","Sds","Sfd","Srw","Srwi","Shw","Std","Stdi","Svi","Ssc","Sv","Sp","Sk","Smean","Spk","Svk"
"1",0.397872279128093,0.501375442957812,2.33462837178433,0.311777808923122,0.304341544538563,1.48906831381825,0.521193493140316,0.922416876141768,0.393509538182333,-0.145220040983892,0.018018018018018,NA,333434.184285732,0.578093430279839,166717.092142866,0,0.00601088989321316,0.0485067753441273,-0.10156712541967,1.05457536337577,1.33288085701265,1.15118238588891,0.444739439827392,0.809764494596241,0.431756600195984
"2",0.274940126400974,0.363165722871248,2.04008756578681,0.166523042849706,0.1683712339643,0.90471157832706,0.566915749957045,0.619782068250995,0.673177898326362,1.07304884242853,0.00950744558991982,NA,147672.2143389,0.483937498363749,147672.2143389,0,0.00556247380807588,0.035382149136501,-0.082394955538566,0.849650936055464,1.28687743735287,0.768609081318745,0.302551217874174,0.936720940910493,0.432906838174976
"3",0.507026183424517,0.63880815022246,2.95955565943144,0.238412253580258,0.284292854777678,0.343844841738991,0.524827131245726,1.17635606233503,0.535143688751188,-0.0209552275246878,0.00645773979107312,NA,180562.457773517,0.369364160539216,361124.915547034,0,0.0092219189087356,0.0543814981900409,-0.034562317450391,1.43105561238076,2.02255850877377,1.50321361919901,0.572530743319562,1.34856607495395,0.602602492704149
"4",0.469533062088686,0.598524172399213,2.66131782091115,0.135806736154266,0.211065094977225,0.175161491922898,0.533571774858884,1.08020717528656,0.506450585174879,0.0303364156613672,0.00682650682650683,NA,134841.823968227,0.504319902130622,134841.823968227,0,0.00436320641312412,0.0550736464883126,-0.0320369107492676,1.31119161645694,1.70279485185818,1.23255707977415,0.5431824246768,1.16528292005698,0.616609040319234
"5",1.04519252579871,1.33758849877917,6.16414488364079,0.430671997819021,0.501753615188866,0.439226339429215,0.497986855372171,2.56172864508773,0.467312808284869,-0.0410293834616775,0.00263798701298701,NA,0,NA,0,0,0.00277008310249307,0.14438388483268,-0.0302843139642251,2.83956022715575,3.672113405749,2.84105810472781,1.1645047307235,2.39464228987111,1.27488098425292
"6",0.83825490788153,1.07287658204043,4.62137016798508,0.425690103205996,0.483843235671876,0.44561560983203,0.513030225720159,2.06637721214756,0.96301112766457,0.809349617753525,0.00688756515264334,NA,120697.210963197,0.501728461451638,241394.421926394,0,0.00811936450150159,0.0618461115223706,-0.0451120671437444,1.98564354837285,3.83866147711169,2.42952366764505,0.99314353099874,2.81409857865727,0.586430644245707
"7",0.504173805558678,0.632627732142334,2.65586202485736,0.220011996426867,0.244740344846594,0.425965612292583,0.58106078826092,1.05559926974741,0.460513660750562,-0.0167211621385115,0.00547235023041475,NA,141456.323565331,0.475613914365444,282912.647130663,0,0.0067940199596488,0.051443110176655,-0.0502323382023515,1.21357668966816,1.95871023803188,1.50705765370402,0.542956405986268,1.25141164283809,0.417829515425364
"8",0.524422863035155,0.655753573720441,2.70284423942572,0.283624099246811,0.282676633868968,0.698410394108324,0.52720216775784,1.21732017661744,0.581629348001885,0.128665001186226,0.00654177817424918,NA,NA,NA,NA,0,NA,0.044120165911997,-0.0669717190873734,1.34508919460712,2.14602858026924,1.77045571085448,0.555289607054466,1.31740008753556,0.412102874052405
"9",0.513893899767702,0.698776177491138,2.95060784566449,0.365608823755507,0.351591181599067,0.850834848962079,0.474297473091244,1.46335140741058,1.51404291164253,2.73445863168916,0.0104761904761905,NA,NA,NA,NA,0,NA,0.0398278092618886,-0.0807006063164244,1.10169422480245,2.92929768708567,1.16382438699369,0.677106602333924,2.51392159254987,0.356870953174099
"10",0.53881635412618,0.675465668133006,2.89517546082551,0.225956689532722,0.276182045596883,0.303439243868403,0.546896835089133,1.1884874545385,0.403628915460951,-0.129923016530797,0.00742115027829314,NA,NA,NA,NA,0,NA,0.061440444279341,-0.0348322493068824,1.43703089024604,2.1293554279167,1.64995446822543,0.575417092821475,1.35427422667389,0.56507572008872
